Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
"2024-07-25 15:57:00",15:57:00,CNR5983043846,Success,CID608437,Mini,Hebbal,"BTM Layout",217,130,NULL,NULL,No,NULL,191,UPI,1,3.3,3.6
"2024-07-04 3:04:00",03:04:00,CNR7848570023,Success,CID941682,eBike,Yeshwanthpur,"Magadi Road",168,125,NULL,NULL,No,NULL,996,UPI,34,3.3,3.8
"2024-07-29 9:16:00",09:16:00,CNR6296806775,"Driver Not Found",CID515549,Bike,Kammanahalli,"Mysore Road",NULL,NULL,NULL,NULL,NULL,NULL,378,NULL,0,NULL,NULL
"2024-07-06 15:45:00",15:45:00,CNR1105102697,"Driver Not Found",CID657524,Mini,"JP Nagar",Ulsoor,NULL,NULL,NULL,NULL,NULL,NULL,218,NULL,0,NULL,NULL
"2024-07-16 2:29:00",02:29:00,CNR5208477487,"Canceled by Driver",CID395323,eBike,"RT Nagar","RT Nagar",NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,256,NULL,0,NULL,NULL
"2024-07-07 13:16:00",13:16:00,CNR2784806529,Success,CID264448,"Prime Sedan","Magadi Road","Cox Town",301,145,NULL,NULL,No,NULL,342,UPI,13,3.7,3.4
"2024-07-22 8:15:00",08:15:00,CNR9158255048,Success,CID423833,"Prime SUV",Koramangala,"Richmond Town",49,105,NULL,NULL,No,NULL,445,Cash,2,5,3.3
"2024-07-04 13:48:00",13:48:00,CNR3074008264,"Canceled by Driver",CID490562,"Prime SUV","HSR Layout",Kengeri,NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,403,NULL,0,NULL,NULL
"2024-07-19 8:13:00",08:13:00,CNR2344843448,Success,CID416862,eBike,Yelahanka,Hennur,133,140,NULL,NULL,No,NULL,327,Cash,39,3.9,4
"2024-07-10 5:46:00",05:46:00,CNR3107130785,Success,CID775806,Auto,"Rajarajeshwari Nagar","Frazer Town",273,60,NULL,NULL,No,NULL,796,Cash,10,3.4,4.6
"2024-07-10 22:27:00",22:27:00,CNR5096526505,Success,CID810868,Bike,Jayanagar,Nagarbhavi,245,90,NULL,NULL,No,NULL,371,Cash,46,4.3,4.2
"2024-07-22 0:17:00",00:17:00,CNR5356461401,Success,CID974686,Bike,Bellandur,"Mysore Road",77,85,NULL,NULL,No,NULL,209,"Credit Card",27,4.5,4.3
"2024-07-19 7:03:00",07:03:00,CNR6230414626,"Canceled by Customer",CID143850,"Prime Sedan","Tumkur Road",Malleshwaram,NULL,NULL,"Change of plans",NULL,NULL,NULL,2008,NULL,0,NULL,NULL
"2024-07-23 16:15:00",16:15:00,CNR9848023419,"Canceled by Customer",CID200911,Auto,"Langford Town",Hulimavu,NULL,NULL,"Change of plans",NULL,NULL,NULL,255,NULL,0,NULL,NULL
"2024-07-21 20:06:00",20:06:00,CNR3246542979,Success,CID663499,eBike,"Mysore Road",Indiranagar,42,50,NULL,NULL,No,NULL,101,UPI,17,3.4,3.1
"2024-07-04 3:08:00",03:08:00,CNR7874049610,Success,CID236414,"Prime Plus","Sahakar Nagar","HSR Layout",203,100,NULL,NULL,No,NULL,960,UPI,44,3.2,4.7
"2024-07-28 18:24:00",18:24:00,CNR6035501952,Success,CID398994,"Prime Sedan",Indiranagar,Hebbal,308,135,NULL,NULL,No,NULL,169,UPI,17,3.1,3.1
"2024-07-18 12:52:00",12:52:00,CNR4481374455,Success,CID499189,"Prime Plus","Electronic City",Marathahalli,294,105,NULL,NULL,No,NULL,679,UPI,34,4,4.5
"2024-07-24 15:45:00",15:45:00,CNR2357234097,Success,CID515000,Auto,Chamarajpet,"JP Nagar",245,25,NULL,NULL,No,NULL,554,UPI,5,3,4.9
"2024-07-21 13:34:00",13:34:00,CNR2039847064,"Canceled by Driver",CID703018,Bike,Padmanabhanagar,"Ramamurthy Nagar",NULL,NULL,NULL,"Customer related issue",NULL,NULL,155,NULL,0,NULL,NULL
"2024-07-14 17:31:00",17:31:00,CNR5966858733,Success,CID206866,Auto,Rajajinagar,"Richmond Town",84,105,NULL,NULL,No,NULL,329,Cash,6,3.3,4
"2024-07-15 13:31:00",13:31:00,CNR7903784728,Success,CID139760,"Prime Plus",Kengeri,"Sarjapur Road",63,125,NULL,NULL,No,NULL,107,UPI,39,3.3,4.9
"2024-07-18 12:19:00",12:19:00,CNR8347955381,Success,CID732747,Bike,Jayanagar,Kengeri,287,25,NULL,NULL,No,NULL,312,UPI,29,4.1,4.4
"2024-07-14 7:52:00",07:52:00,CNR2832086626,Success,CID295295,"Prime Sedan",Koramangala,"Sahakar Nagar",126,80,NULL,NULL,No,NULL,280,Cash,36,4.7,3.9
"2024-07-20 5:44:00",05:44:00,CNR4998197969,Success,CID223930,"Prime SUV",Shivajinagar,"Sahakar Nagar",56,55,NULL,NULL,No,NULL,650,Cash,36,4.7,4.8
"2024-07-29 9:42:00",09:42:00,CNR6156105428,"Driver Not Found",CID478161,"Prime Sedan","Richmond Town","Sarjapur Road",NULL,NULL,NULL,NULL,NULL,NULL,666,NULL,0,NULL,NULL
"2024-07-19 21:32:00",21:32:00,CNR5096259907,"Canceled by Driver",CID713572,eBike,"JP Nagar",Hebbal,NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,176,NULL,0,NULL,NULL
"2024-07-27 7:25:00",07:25:00,CNR9122241273,Success,CID562063,Auto,"Tumkur Road",Devanahalli,84,135,NULL,NULL,No,NULL,496,Cash,8,4.7,3.6
"2024-07-22 0:58:00",00:58:00,CNR1676719178,Success,CID963660,Mini,Kammanahalli,Padmanabhanagar,91,30,NULL,NULL,No,NULL,317,"Credit Card",47,4.9,3.3
"2024-07-20 21:16:00",21:16:00,CNR5524915002,Success,CID450098,Auto,"Frazer Town","KR Puram",280,130,NULL,NULL,No,NULL,962,Cash,11,4.5,3
"2024-07-07 12:22:00",12:22:00,CNR5958445056,"Canceled by Driver",CID446941,eBike,"Langford Town",Majestic,NULL,NULL,NULL,"More than permitted people in there",NULL,NULL,642,NULL,0,NULL,NULL
"2024-07-30 11:53:00",11:53:00,CNR3211877735,Success,CID743117,"Prime Sedan","Cox Town","HSR Layout",287,70,NULL,NULL,No,NULL,228,Cash,23,4.8,3.4
"2024-07-16 17:46:00",17:46:00,CNR9388107682,"Canceled by Customer",CID840346,"Prime Sedan","Mysore Road",Indiranagar,NULL,NULL,"Driver is not moving towards pickup location",NULL,NULL,NULL,216,NULL,0,NULL,NULL
"2024-07-09 6:53:00",06:53:00,CNR1998613771,Success,CID884765,eBike,"Mysore Road",Chickpet,168,100,NULL,NULL,No,NULL,477,"Credit Card",41,3.2,4
"2024-07-14 2:28:00",02:28:00,CNR6923677666,"Driver Not Found",CID124935,Bike,Majestic,Chamarajpet,NULL,NULL,NULL,NULL,NULL,NULL,277,NULL,0,NULL,NULL
"2024-07-26 22:49:00",22:49:00,CNR1852454738,"Driver Not Found",CID781523,"Prime SUV",Banashankari,"Bannerghatta Road",NULL,NULL,NULL,NULL,NULL,NULL,601,NULL,0,NULL,NULL
"2024-07-12 12:04:00",12:04:00,CNR2441774613,"Canceled by Customer",CID166563,Bike,Shivajinagar,"KR Puram",NULL,NULL,"AC is Not working",NULL,NULL,NULL,258,NULL,0,NULL,NULL
"2024-07-07 0:22:00",00:22:00,CNR3551606226,Success,CID115356,Bike,"Langford Town","Bannerghatta Road",140,55,NULL,NULL,No,NULL,345,Cash,43,4.8,4.6
"2024-07-28 8:08:00",08:08:00,CNR9266238014,Success,CID180424,"Prime SUV","RT Nagar","JP Nagar",126,35,NULL,NULL,No,NULL,104,Cash,29,4.2,3
"2024-07-16 15:40:00",15:40:00,CNR3178581771,Success,CID406782,"Prime SUV",Yeshwanthpur,"KR Puram",154,75,NULL,NULL,Yes,"Customer Demand",780,UPI,43,3.3,4.4
"2024-07-21 22:04:00",22:04:00,CNR6630122956,Success,CID485217,"Prime Plus",Shantinagar,"Sarjapur Road",70,45,NULL,NULL,No,NULL,488,Cash,42,4.4,3.8
"2024-07-04 7:10:00",07:10:00,CNR6481461779,Success,CID418305,eBike,"Sahakar Nagar","Sarjapur Road",182,95,NULL,NULL,No,NULL,349,Cash,45,4.3,4.2
"2024-07-23 1:19:00",01:19:00,CNR9827470995,"Canceled by Customer",CID791004,Auto,Rajajinagar,Hebbal,NULL,NULL,"Change of plans",NULL,NULL,NULL,303,NULL,0,NULL,NULL
"2024-07-18 4:03:00",04:03:00,CNR7059118300,Success,CID846189,"Prime Sedan","Ramamurthy Nagar","Cox Town",266,55,NULL,NULL,No,NULL,458,UPI,47,3.2,3.8
"2024-07-07 22:03:00",22:03:00,CNR9098980512,Success,CID778985,"Prime Plus",Koramangala,Hennur,196,105,NULL,NULL,No,NULL,203,Cash,39,3.5,3.1
"2024-07-04 4:48:00",04:48:00,CNR5075935226,"Driver Not Found",CID310944,"Prime SUV",Majestic,"Sahakar Nagar",NULL,NULL,NULL,NULL,NULL,NULL,2695,NULL,0,NULL,NULL
"2024-07-27 18:48:00",18:48:00,CNR9114796293,Success,CID377604,"Prime SUV",Jayanagar,Shivajinagar,308,120,NULL,NULL,No,NULL,472,Cash,16,3.2,3.7
"2024-07-28 6:28:00",06:28:00,CNR1336073950,Success,CID663645,"Prime Plus",Marathahalli,"Richmond Town",287,115,NULL,NULL,No,NULL,657,UPI,41,4.2,4.8
"2024-07-18 6:24:00",06:24:00,CNR9890176683,Success,CID550893,eBike,Kadugodi,Whitefield,203,90,NULL,NULL,No,NULL,747,UPI,16,3.8,4.8
"2024-07-11 22:34:00",22:34:00,CNR9246105731,Success,CID411471,"Prime Sedan","Magadi Road","Langford Town",210,90,NULL,NULL,No,NULL,114,UPI,36,4.1,4.7
"2024-07-18 15:08:00",15:08:00,CNR1263936541,Success,CID206428,Auto,Yeshwanthpur,Rajajinagar,189,75,NULL,NULL,No,NULL,137,UPI,1,4.7,3.7
"2024-07-20 8:57:00",08:57:00,CNR7582255360,Success,CID238250,Bike,Ulsoor,Kadugodi,280,25,NULL,NULL,Yes,"Vehicle Breakdown",202,Cash,28,3.1,3.4
"2024-07-26 1:04:00",01:04:00,CNR8874870004,Success,CID762012,Auto,Bellandur,Koramangala,259,135,NULL,NULL,No,NULL,771,Cash,16,4.6,4.7
"2024-07-26 22:38:00",22:38:00,CNR2087486954,Success,CID239020,eBike,Chamarajpet,Kengeri,231,90,NULL,NULL,No,NULL,849,Cash,37,3.8,3
"2024-07-03 17:37:00",17:37:00,CNR8745813955,"Canceled by Driver",CID101380,"Prime SUV",Vijayanagar,Padmanabhanagar,NULL,NULL,NULL,"Customer was coughing/sick",NULL,NULL,849,NULL,0,NULL,NULL
"2024-07-07 4:08:00",04:08:00,CNR7237276647,Success,CID123698,Mini,"KR Puram",Varthur,35,140,NULL,NULL,No,NULL,402,UPI,45,4.5,5
"2024-07-25 18:13:00",18:13:00,CNR3538574363,Success,CID368004,"Prime SUV",Hennur,"Cox Town",203,90,NULL,NULL,No,NULL,269,Cash,40,3.2,4.2
"2024-07-15 6:26:00",06:26:00,CNR4923629923,"Canceled by Driver",CID176320,Auto,Jayanagar,"Langford Town",NULL,NULL,NULL,"More than permitted people in there",NULL,NULL,296,NULL,0,NULL,NULL
"2024-07-21 13:49:00",13:49:00,CNR5060999775,Success,CID982967,Auto,Chickpet,Shivajinagar,217,145,NULL,NULL,No,NULL,397,Cash,18,3.5,4.6
"2024-07-30 18:52:00",18:52:00,CNR4550726008,"Driver Not Found",CID586918,"Prime Sedan","Langford Town",Chamarajpet,NULL,NULL,NULL,NULL,NULL,NULL,391,NULL,0,NULL,NULL
"2024-07-12 8:54:00",08:54:00,CNR6155120699,Success,CID865431,"Prime SUV","Tumkur Road",Devanahalli,196,110,NULL,NULL,No,NULL,347,Cash,9,4.9,3.8
"2024-07-14 14:20:00",14:20:00,CNR8595494218,Success,CID688235,Auto,"Hosur Road",Rajajinagar,154,100,NULL,NULL,No,NULL,290,UPI,17,3.3,4.1
"2024-07-05 7:28:00",07:28:00,CNR6147414992,Success,CID234124,"Prime Plus","Sahakar Nagar","Electronic City",217,55,NULL,NULL,No,NULL,478,UPI,4,4.3,4
"2024-07-24 23:08:00",23:08:00,CNR3929678886,Success,CID797298,eBike,Hennur,"KR Puram",105,75,NULL,NULL,No,NULL,264,Cash,27,3.2,3.6
"2024-07-03 9:20:00",09:20:00,CNR1780998824,Success,CID410087,"Prime Plus","Frazer Town","Ramamurthy Nagar",196,95,NULL,NULL,No,NULL,324,Cash,49,4.8,3.3
"2024-07-15 16:41:00",16:41:00,CNR7710804440,"Driver Not Found",CID820541,"Prime Sedan","RT Nagar","Bannerghatta Road",NULL,NULL,NULL,NULL,NULL,NULL,438,NULL,0,NULL,NULL
"2024-07-06 11:54:00",11:54:00,CNR8105903458,Success,CID930699,"Prime SUV",Bellandur,Kengeri,287,65,NULL,NULL,No,NULL,285,Cash,8,4.2,4.8
"2024-07-07 17:26:00",17:26:00,CNR4672172755,Success,CID129124,"Prime Sedan",Banashankari,Whitefield,217,135,NULL,NULL,No,NULL,493,UPI,5,4.3,4.2
"2024-07-30 16:48:00",16:48:00,CNR5272594548,"Canceled by Driver",CID627109,"Prime Plus","KR Puram",Marathahalli,NULL,NULL,NULL,"Customer was coughing/sick",NULL,NULL,470,NULL,0,NULL,NULL
"2024-07-04 21:47:00",21:47:00,CNR8535011317,Success,CID520411,Bike,Nagarbhavi,"Bannerghatta Road",210,90,NULL,NULL,Yes,"Customer Demand",155,UPI,27,4.5,3.2
"2024-07-01 6:01:00",06:01:00,CNR6548861474,Success,CID523299,Bike,Varthur,"Magadi Road",280,60,NULL,NULL,No,NULL,139,Cash,31,3.7,3.6
"2024-07-17 17:43:00",17:43:00,CNR3096920957,Success,CID738485,Auto,Devanahalli,Indiranagar,280,25,NULL,NULL,No,NULL,2851,UPI,2,3.8,3.4
"2024-07-24 23:02:00",23:02:00,CNR6844255970,"Canceled by Customer",CID476455,eBike,"Ramamurthy Nagar","Tumkur Road",NULL,NULL,"Wrong Address",NULL,NULL,NULL,2638,NULL,0,NULL,NULL
"2024-07-24 11:37:00",11:37:00,CNR5106611023,Success,CID459050,"Prime Sedan","MG Road","Hosur Road",147,95,NULL,NULL,Yes,"Other Issue",426,UPI,15,3.9,3.9
"2024-07-08 17:54:00",17:54:00,CNR4676885596,Success,CID586363,Mini,Hebbal,Marathahalli,196,105,NULL,NULL,No,NULL,579,Cash,20,3.5,3.6
"2024-07-02 13:37:00",13:37:00,CNR8282607088,Success,CID421931,Mini,Jayanagar,Yeshwanthpur,175,145,NULL,NULL,No,NULL,358,Cash,42,4.1,4.6
"2024-07-21 12:00:00",12:00:00,CNR7249326192,Success,CID719773,Bike,Majestic,"Rajarajeshwari Nagar",105,110,NULL,NULL,No,NULL,165,UPI,37,3.7,4.5
"2024-07-16 22:06:00",22:06:00,CNR5961372525,"Driver Not Found",CID339674,Auto,Peenya,"Richmond Town",NULL,NULL,NULL,NULL,NULL,NULL,2684,NULL,0,NULL,NULL
"2024-07-28 1:39:00",01:39:00,CNR5743469846,Success,CID947691,"Prime Sedan",Nagarbhavi,"Ramamurthy Nagar",301,125,NULL,NULL,No,NULL,145,"Credit Card",3,3.6,3.2
"2024-07-15 6:16:00",06:16:00,CNR7807535423,Success,CID912142,"Prime Plus",Basavanagudi,"RT Nagar",70,75,NULL,NULL,No,NULL,336,UPI,13,3.9,3.4
"2024-07-20 9:29:00",09:29:00,CNR7127343811,Success,CID440642,"Prime SUV",Hulimavu,"Sarjapur Road",42,40,NULL,NULL,Yes,"Vehicle Breakdown",589,Cash,10,4,4.5
"2024-07-28 9:41:00",09:41:00,CNR8143996976,Success,CID263485,"Prime Plus",Hulimavu,"Richmond Town",70,125,NULL,NULL,No,NULL,184,UPI,19,3.9,4.2
"2024-07-22 7:49:00",07:49:00,CNR8265796055,Success,CID667686,eBike,Chickpet,Whitefield,245,60,NULL,NULL,No,NULL,250,UPI,3,5,4.8
"2024-07-21 1:56:00",01:56:00,CNR2731832411,Success,CID838782,"Prime SUV","Cox Town","Ramamurthy Nagar",266,80,NULL,NULL,No,NULL,342,Cash,33,4,3.7
"2024-07-01 12:46:00",12:46:00,CNR5893227620,Success,CID724717,Mini,"Electronic City",Padmanabhanagar,70,140,NULL,NULL,No,NULL,665,Cash,24,3.9,3.3
"2024-07-14 10:12:00",10:12:00,CNR2900227014,Success,CID843412,Mini,"Mysore Road",Banashankari,203,115,NULL,NULL,No,NULL,217,Cash,6,4.4,4.4
"2024-07-24 23:31:00",23:31:00,CNR4369876269,Success,CID654749,"Prime Sedan","Frazer Town","Bannerghatta Road",63,140,NULL,NULL,No,NULL,358,"Credit Card",36,4.6,3.2
"2024-07-17 2:34:00",02:34:00,CNR6315774432,Success,CID778590,eBike,Hennur,Kengeri,133,60,NULL,NULL,Yes,"Other Issue",206,Cash,17,3.5,4.5
"2024-07-16 1:35:00",01:35:00,CNR6359719407,"Canceled by Customer",CID132002,Auto,Kammanahalli,Peenya,NULL,NULL,"Driver is not moving towards pickup location",NULL,NULL,NULL,336,NULL,0,NULL,NULL
"2024-07-12 17:46:00",17:46:00,CNR9415043355,Success,CID955162,"Prime Sedan",Padmanabhanagar,Bellandur,63,140,NULL,NULL,No,NULL,474,UPI,10,4.2,4.5
"2024-07-26 14:13:00",14:13:00,CNR7333194442,Success,CID563302,Mini,Indiranagar,"JP Nagar",217,50,NULL,NULL,Yes,"Other Issue",360,UPI,39,5,4.3
"2024-07-05 13:55:00",13:55:00,CNR5730003067,Success,CID180372,Bike,"Sahakar Nagar",Shantinagar,294,55,NULL,NULL,No,NULL,157,UPI,27,3.6,3.4
"2024-07-26 8:46:00",08:46:00,CNR7722077781,"Canceled by Driver",CID390559,"Prime Sedan",Ulsoor,Nagarbhavi,NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,644,NULL,0,NULL,NULL
"2024-07-09 17:21:00",17:21:00,CNR8202988828,Success,CID880766,"Prime Plus",Indiranagar,Kadugodi,140,55,NULL,NULL,No,NULL,379,UPI,36,4.5,3.6
"2024-07-08 15:05:00",15:05:00,CNR2038802889,Success,CID888203,"Prime SUV","Ramamurthy Nagar",Ulsoor,91,80,NULL,NULL,No,NULL,451,Cash,8,3.9,4.7
"2024-07-09 1:28:00",01:28:00,CNR2100101481,"Canceled by Customer",CID479845,Mini,"Rajarajeshwari Nagar",Marathahalli,NULL,NULL,"Driver is not moving towards pickup location",NULL,NULL,NULL,2681,NULL,0,NULL,NULL
"2024-07-10 6:15:00",06:15:00,CNR1407287806,"Canceled by Driver",CID963222,eBike,"Langford Town","Sahakar Nagar",NULL,NULL,NULL,"Customer related issue",NULL,NULL,577,NULL,0,NULL,NULL
"2024-07-16 18:03:00",18:03:00,CNR5232169923,"Canceled by Driver",CID656452,"Prime SUV","JP Nagar","Magadi Road",NULL,NULL,NULL,"Customer was coughing/sick",NULL,NULL,150,NULL,0,NULL,NULL
"2024-07-23 10:36:00",10:36:00,CNR2926147753,"Canceled by Driver",CID297119,"Prime Sedan",Bellandur,"Hosur Road",NULL,NULL,NULL,"More than permitted people in there",NULL,NULL,260,NULL,0,NULL,NULL
"2024-07-28 4:45:00",04:45:00,CNR8926994709,Success,CID335950,Bike,Ulsoor,Koramangala,175,100,NULL,NULL,No,NULL,830,Cash,17,3.1,3.4
"2024-07-18 14:29:00",14:29:00,CNR2362099931,Success,CID233154,"Prime Plus",Kengeri,Marathahalli,259,130,NULL,NULL,No,NULL,218,Cash,47,3.5,4.1
"2024-07-01 20:14:00",20:14:00,CNR8825504314,Success,CID947173,Bike,Hebbal,Malleshwaram,112,140,NULL,NULL,No,NULL,180,UPI,21,4.6,4.8
"2024-07-16 18:34:00",18:34:00,CNR3690929103,Success,CID545970,"Prime SUV",Bellandur,"Mysore Road",91,105,NULL,NULL,No,NULL,100,UPI,43,3.3,3.7
"2024-07-26 15:04:00",15:04:00,CNR5273898512,Success,CID888630,"Prime Plus","KR Puram","HSR Layout",273,130,NULL,NULL,No,NULL,375,Cash,37,3.6,3
"2024-07-03 5:16:00",05:16:00,CNR9724333556,Success,CID203481,eBike,Hebbal,Kengeri,168,60,NULL,NULL,No,NULL,939,Cash,43,4.3,3.3
"2024-07-12 11:52:00",11:52:00,CNR7566830663,Success,CID293107,"Prime Sedan",Yeshwanthpur,Whitefield,287,115,NULL,NULL,No,NULL,207,Cash,10,4.7,3.2
"2024-07-20 21:07:00",21:07:00,CNR7822711041,Success,CID457076,"Prime SUV","Rajarajeshwari Nagar",Hulimavu,196,115,NULL,NULL,No,NULL,959,Cash,20,3.6,3.7
"2024-07-06 21:53:00",21:53:00,CNR5652451203,"Driver Not Found",CID429255,"Prime SUV","HSR Layout",Varthur,NULL,NULL,NULL,NULL,NULL,NULL,434,NULL,0,NULL,NULL
"2024-07-29 10:30:00",10:30:00,CNR2458194211,"Canceled by Driver",CID761556,Auto,"Ramamurthy Nagar",Yeshwanthpur,NULL,NULL,NULL,"Customer was coughing/sick",NULL,NULL,1181,NULL,0,NULL,NULL
"2024-07-12 21:53:00",21:53:00,CNR9573102534,"Canceled by Driver",CID555170,"Prime Plus",Peenya,Yelahanka,NULL,NULL,NULL,"Customer related issue",NULL,NULL,450,NULL,0,NULL,NULL
"2024-07-15 1:37:00",01:37:00,CNR2671538988,Success,CID990226,eBike,Banashankari,"Richmond Town",168,85,NULL,NULL,No,NULL,333,Cash,6,3.8,4.6
"2024-07-04 5:17:00",05:17:00,CNR1930983760,Success,CID489167,"Prime Sedan","KR Puram",Devanahalli,301,110,NULL,NULL,No,NULL,130,UPI,9,4.9,3.3
"2024-07-29 9:05:00",09:05:00,CNR1576690644,Success,CID770225,Auto,Indiranagar,"Langford Town",161,80,NULL,NULL,No,NULL,144,Cash,10,4.1,3.5
"2024-07-08 8:50:00",08:50:00,CNR6687046527,Success,CID484756,Auto,Nagarbhavi,"Magadi Road",147,50,NULL,NULL,No,NULL,961,UPI,2,4.3,3.8
"2024-07-03 22:38:00",22:38:00,CNR5214223947,"Canceled by Customer",CID288996,"Prime Sedan",Majestic,Malleshwaram,NULL,NULL,"Driver asked to cancel",NULL,NULL,NULL,604,NULL,0,NULL,NULL
"2024-07-26 9:06:00",09:06:00,CNR3696598594,Success,CID422381,Auto,Majestic,Kadugodi,91,85,NULL,NULL,No,NULL,342,UPI,1,4.3,3.9
"2024-07-02 0:23:00",00:23:00,CNR8589920790,"Canceled by Customer",CID488426,Mini,Malleshwaram,Kammanahalli,NULL,NULL,"Driver is not moving towards pickup location",NULL,NULL,NULL,409,NULL,0,NULL,NULL
"2024-07-24 21:00:00",21:00:00,CNR3050266121,Success,CID254802,"Prime Sedan",Marathahalli,Kengeri,105,25,NULL,NULL,No,NULL,489,UPI,12,4.7,4.2
"2024-07-02 22:06:00",22:06:00,CNR8248650136,"Canceled by Driver",CID831076,Auto,Kammanahalli,"JP Nagar",NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,929,NULL,0,NULL,NULL
"2024-07-21 19:09:00",19:09:00,CNR8277565872,Success,CID243551,Mini,"BTM Layout",Basavanagudi,133,45,NULL,NULL,No,NULL,346,Cash,22,4.2,3.3
"2024-07-23 23:25:00",23:25:00,CNR8229656349,Success,CID350287,Mini,Rajajinagar,Kengeri,259,120,NULL,NULL,No,NULL,793,"Credit Card",9,3.6,3.8
"2024-07-24 11:37:00",11:37:00,CNR2972442433,Success,CID970989,"Prime Sedan",Rajajinagar,Basavanagudi,224,65,NULL,NULL,No,NULL,469,UPI,28,4.3,3.5
"2024-07-03 6:23:00",06:23:00,CNR7109314308,Success,CID452595,eBike,"Rajarajeshwari Nagar",Chickpet,161,95,NULL,NULL,No,NULL,233,UPI,40,3.7,4.1
"2024-07-20 1:43:00",01:43:00,CNR9633582377,"Canceled by Driver",CID798617,"Prime Plus","JP Nagar","Sarjapur Road",NULL,NULL,NULL,"Customer was coughing/sick",NULL,NULL,401,NULL,0,NULL,NULL
"2024-07-13 20:30:00",20:30:00,CNR7314215778,Success,CID460519,Auto,Malleshwaram,"Electronic City",175,55,NULL,NULL,No,NULL,207,UPI,4,4.8,5
"2024-07-25 10:37:00",10:37:00,CNR8070363718,"Canceled by Driver",CID676697,"Prime Sedan","Frazer Town",Indiranagar,NULL,NULL,NULL,"Customer was coughing/sick",NULL,NULL,351,NULL,0,NULL,NULL
"2024-07-18 4:11:00",04:11:00,CNR7643459345,Success,CID709679,Bike,Ulsoor,"KR Puram",140,45,NULL,NULL,No,NULL,402,Cash,2,4.9,3.1
"2024-07-30 13:41:00",13:41:00,CNR5920793060,Success,CID374655,"Prime Plus",Hennur,"KR Puram",175,50,NULL,NULL,No,NULL,624,UPI,38,3.4,4.7
"2024-07-29 23:29:00",23:29:00,CNR3558335067,"Canceled by Driver",CID994763,Mini,"RT Nagar","Electronic City",NULL,NULL,NULL,"Customer related issue",NULL,NULL,945,NULL,0,NULL,NULL
"2024-07-02 19:37:00",19:37:00,CNR5902195430,Success,CID485857,"Prime Sedan",Shantinagar,"Hosur Road",56,135,NULL,NULL,No,NULL,295,UPI,28,3.3,3.8
"2024-07-26 8:41:00",08:41:00,CNR6938164723,"Canceled by Customer",CID616438,Auto,"RT Nagar",Chickpet,NULL,NULL,"Driver is not moving towards pickup location",NULL,NULL,NULL,718,NULL,0,NULL,NULL
"2024-07-23 20:37:00",20:37:00,CNR3989026336,"Canceled by Driver",CID739527,Auto,Marathahalli,"MG Road",NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,963,NULL,0,NULL,NULL
"2024-07-23 8:20:00",08:20:00,CNR7947752424,"Canceled by Driver",CID312192,Bike,Rajajinagar,"Ramamurthy Nagar",NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,1869,NULL,0,NULL,NULL
"2024-07-27 19:59:00",19:59:00,CNR5515574345,Success,CID646862,"Prime SUV","Cox Town","HSR Layout",70,40,NULL,NULL,No,NULL,918,UPI,9,4.4,3.5
"2024-07-25 14:15:00",14:15:00,CNR5193789377,Success,CID554587,Auto,Majestic,Majestic,35,60,NULL,NULL,No,NULL,134,UPI,16,4.9,4.4
"2024-07-05 4:32:00",04:32:00,CNR6987923530,Success,CID701686,"Prime Plus",Chickpet,Bellandur,56,125,NULL,NULL,No,NULL,345,UPI,21,3.6,3.6
"2024-07-07 12:18:00",12:18:00,CNR1447068216,Success,CID670988,"Prime Plus",Chamarajpet,Hennur,231,140,NULL,NULL,No,NULL,924,UPI,30,4.8,3.6
"2024-07-23 7:32:00",07:32:00,CNR2862815650,Success,CID149705,eBike,Nagarbhavi,"Sarjapur Road",49,35,NULL,NULL,No,NULL,373,Cash,11,4.7,4.7
"2024-07-05 10:04:00",10:04:00,CNR7792061159,Success,CID171490,Mini,Varthur,Nagarbhavi,91,65,NULL,NULL,No,NULL,375,Cash,29,4,4.4
"2024-07-25 2:26:00",02:26:00,CNR9039416911,Success,CID491409,Mini,"Rajarajeshwari Nagar",Hennur,56,45,NULL,NULL,No,NULL,268,Cash,7,4.5,3.6
"2024-07-22 16:33:00",16:33:00,CNR5793649611,Success,CID282183,Auto,"Hosur Road","JP Nagar",91,65,NULL,NULL,No,NULL,519,Cash,2,3.5,4.3
"2024-07-13 4:51:00",04:51:00,CNR6854201913,Success,CID467155,Bike,Majestic,"Langford Town",126,60,NULL,NULL,No,NULL,141,Cash,12,3.6,3.8
"2024-07-08 22:46:00",22:46:00,CNR7087492547,Success,CID951895,Bike,"RT Nagar","JP Nagar",308,85,NULL,NULL,No,NULL,186,UPI,38,4.1,3.8
